FIPS,STNAME,CTYNAME,CENSUS1900POP,CENSUS1910POP,CENSUS1920POP,CENSUS1930POP,CENSUS1940POP,CENSUS1950POP,CENSUS1960POP,CENSUS1970POP,CENSUS1980POP,CENSUS1990POP,CENSUS2000POP,CENSUS2010POP,POPESTIMATE2015,CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,Central/Outlying County
05125,Arkansas,Saline County,13122,16657,16781,15660,19163,23816,28956,36107,53161,64183,83529,107118,116390,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Central
05127,Arkansas,Scott County,13183,14302,13232,11803,13300,10057,7297,8207,9685,10205,10996,11233,10561,,,,,,,,
05129,Arkansas,Searcy County,11988,14825,14590,11056,11942,10424,8124,7731,8847,7841,8261,8195,7835,,,,,,,,
05131,Arkansas,Sebastian County,36935,52278,56739,54426,62809,64202,66685,79237,95172,99590,115071,125744,127385,22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Central
05133,Arkansas,Sevier County,16339,16616,18301,16364,15248,12293,10156,11272,14060,13637,15757,17058,17262,,,,,,,,
05135,Arkansas,Sharp County,12199,11688,11132,10715,11497,8999,6319,8233,14607,14109,17119,17264,16808,12900,,,"Batesville, AR",Micropolitan Statistical Area,,,Outlying
05137,Arkansas,Stone County,8100,8946,8779,7993,8603,7662,6294,6838,9022,9775,11499,12394,12386,,,,,,,,
05139,Arkansas,Union County,22495,30723,29691,55800,50461,49686,49518,45428,48573,46719,45629,41639,40086,20980,,,"El Dorado, AR",Micropolitan Statistical Area,,,Central
05141,Arkansas,Van Buren County,11220,13509,13666,11962,12518,9687,7228,8275,13357,14008,16192,17295,16808,,,,,,,,
05143,Arkansas,Washington County,34256,33889,35468,39255,41114,49979,55797,77370,100494,113409,157715,203065,224434,22220,,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,,,Central
05145,Arkansas,White County,24864,28574,34603,38269,37176,38040,32745,39253,50835,54676,67165,77076,78915,42620,,340,"Searcy, AR",Micropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Central
05147,Arkansas,Woodruff County,16304,20049,21547,22682,22133,18957,13954,11566,11222,9520,8741,7260,6706,,,,,,,,
05149,Arkansas,Yell County,22750,26323,25655,21313,20970,14057,11940,14208,17026,17759,21139,22185,21506,40780,,,"Russellville, AR",Micropolitan Statistical Area,,,Outlying
06001,California,Alameda County,130197,246131,344177,474883,513011,740315,908209,1073184,1105379,1279182,1443741,1510271,1634538,41860,36084,488,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,"Oakland-Berkeley-Livermore, CA","San Jose-San Francisco-Oakland, CA",Central
06003,California,Alpine County,509,309,243,241,323,241,397,484,1097,1113,1208,1175,1077,,,,,,,,
06005,California,Amador County,11116,9086,7793,8494,8973,9151,9990,11821,19314,30039,35100,38091,37031,,,,,,,,
06007,California,Butte County,17117,27301,30030,34093,42840,64930,82030,101969,143851,182120,203171,220000,224631,17020,,,"Chico, CA",Metropolitan Statistical Area,,,Central
06009,California,Calaveras County,11200,9171,6183,6008,8221,9902,10289,13585,20710,31998,40554,45578,44965,,,,,,,,
06011,California,Colusa County,7364,7732,9290,10258,9788,11651,12075,12430,12791,16275,18804,21419,21231,,,,,,,,
06013,California,Contra Costa County,18046,31674,53889,78608,100450,298984,409030,558389,656380,803732,948816,1049025,1124405,41860,36084,488,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,"Oakland-Berkeley-Livermore, CA","San Jose-San Francisco-Oakland, CA",Outlying
06015,California,Del Norte County,2408,2417,2759,4739,4745,8078,17771,14580,18217,23460,27507,28610,27190,18860,,,"Crescent City, CA",Micropolitan Statistical Area,,,Central
06017,California,El Dorado County,8986,7492,6426,8325,13229,16207,29390,43833,85812,125995,156299,181058,184569,40900,,472,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
06019,California,Fresno County,37862,75657,128779,144379,178565,276515,365945,413053,514621,667490,799407,930450,969488,23420,,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Central
06021,California,Glenn County,5150,7172,11853,10935,12195,15448,17245,17521,21350,24798,26453,28122,27753,,,,,,,,
06023,California,Humboldt County,27104,33857,37413,43233,45812,69241,104892,99692,108514,119118,126518,134623,135102,21700,,,"Eureka-Arcata, CA",Micropolitan Statistical Area,,,Central
06025,California,Imperial County,---,13591,43453,60903,59740,62975,72105,74492,92110,109303,142361,174528,178937,20940,,,"El Centro, CA",Metropolitan Statistical Area,,,Central
06027,California,Inyo County,4377,6974,7031,6555,7625,11658,11684,15571,17895,18281,17945,18546,18108,,,,,,,,
06029,California,Kern County,16480,37715,54843,82570,135124,228309,291984,329162,403089,543477,661645,839631,876031,12540,,,"Bakersfield, CA",Metropolitan Statistical Area,,,Central
06031,California,Kings County,9871,16230,22031,25385,35168,46768,49954,64610,73738,101469,129461,152982,150085,25260,,260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Central
06033,California,Lake County,6017,5526,5402,7166,8069,11481,13786,19548,36366,50631,58309,64665,64260,17340,,,"Clearlake, CA",Micropolitan Statistical Area,,,Central
06035,California,Lassen County,4511,4802,8507,12589,14479,18474,13597,14960,21661,27598,33828,34895,31256,45000,,,"Susanville, CA",Micropolitan Statistical Area,,,Central
06037,California,Los Angeles County,170298,504131,936455,2208492,2785643,4151687,6038771,7032075,7477503,8863164,9519338,9818605,10085416,31080,31084,348,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,"Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach, CA",Central
06039,California,Madera County,6364,8368,12203,17164,23314,36964,40468,41519,63116,88090,123109,150865,153576,31460,,260,"Madera, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Central
06041,California,Marin County,15702,25114,27342,41648,52907,85619,146820,206038,222568,230096,247289,252409,260916,41860,42034,488,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,"San Rafael, CA","San Jose-San Francisco-Oakland, CA",Central
06043,California,Mariposa County,4720,3956,2775,3233,5605,5145,5064,6015,11108,14302,17130,18251,17622,,,,,,,,
06045,California,Mendocino County,20465,23929,24116,23505,27864,40854,51059,51101,66738,80345,86265,87841,87107,46380,,,"Ukiah, CA",Micropolitan Statistical Area,,,Central
06047,California,Merced County,9215,15148,24579,36748,46988,69780,90446,104629,134560,178403,210554,255793,266353,32900,,488,"Merced, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06049,California,Modoc County,5076,6191,5425,8038,8713,9678,8308,7469,8610,9678,9449,9686,9056,,,,,,,,
06051,California,Mono County,2167,2042,960,1360,2299,2115,2213,4016,8577,9956,12853,14202,14077,,,,,,,,
06053,California,Monterey County,19380,24146,27980,53705,73032,130498,198351,250071,290444,355660,401762,415057,430552,41500,,,"Salinas, CA",Metropolitan Statistical Area,,,Central
06055,California,Napa County,16451,19800,20678,22897,28503,46603,65890,79140,99199,110765,124279,136484,140862,34900,,488,"Napa, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06057,California,Nevada County,17789,14955,10850,10596,19283,19888,20911,26346,51645,78510,92033,98764,98676,46020,,472,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
06059,California,Orange County,19696,34436,61375,118674,130760,216224,703925,1420386,1932709,2410556,2846289,3010232,3149280,31080,11244,348,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,"Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach, CA",Central
06061,California,Placer County,15786,18237,18584,24468,28108,41649,56998,77306,117247,172796,248399,348432,372841,40900,,472,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
06063,California,Plumas County,4657,5259,5681,7913,11548,13519,11620,11707,17340,19739,20824,20007,18427,,,,,,,,
06065,California,Riverside County,17897,34696,50297,81024,105524,170046,306191,459074,663166,1170413,1545387,2189641,2345816,40140,,348,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,,"Los Angeles-Long Beach, CA",Central
06067,California,Sacramento County,45915,67806,91029,141999,170333,277140,502778,631498,783381,1041219,1223499,1418788,1493674,40900,,472,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
06069,California,San Benito County,6633,8041,8995,11311,11392,14370,15396,18226,25005,36697,53234,55269,58216,41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Outlying
06071,California,San Bernardino County,27929,56706,73401,133900,161108,281642,503591,684072,895016,1418380,1709434,2035210,2115411,40140,,348,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,,"Los Angeles-Long Beach, CA",Central
06073,California,San Diego County,35090,61665,112248,209659,289348,556808,1033011,1357854,1861846,2498016,2813833,3095313,3280850,41740,,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,,,Central
06075,California,San Francisco County,342782,416912,506676,634394,634536,775357,740316,715674,678974,723959,776733,805235,863010,41860,41884,488,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,"San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",Central
06077,California,San Joaquin County,35452,50731,79905,102940,134207,200750,249989,290208,347342,480628,563598,685306,722271,44700,,488,"Stockton, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06079,California,San Luis Obispo County,16637,19383,21893,29613,33246,51417,81044,105690,155435,217162,246681,269637,280077,42020,,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,,,Central
06081,California,San Mateo County,12094,26585,36781,77405,111782,235659,444387,556234,587329,649623,707161,718451,765055,41860,41884,488,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,"San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",Central
06083,California,Santa Barbara County,18934,27738,41097,65167,70555,98220,168962,264324,298694,369608,399347,423895,442229,42200,,,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,,,Central
06085,California,Santa Clara County,60216,83539,100676,145118,174949,290547,642315,1064714,1295071,1497577,1682585,1781642,1916285,41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06087,California,Santa Cruz County,21512,26140,26269,37433,45057,66534,84219,123790,188141,229734,255602,262382,273503,42100,,488,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06089,California,Shasta County,17318,18920,13361,13927,28800,36413,59468,77640,115715,147036,163256,177223,178314,39820,,454,"Redding, CA",Metropolitan Statistical Area,,"Redding-Red Bluff, CA",Central
06091,California,Sierra County,4017,4098,1783,2422,3025,2410,2247,2365,3073,3318,3555,3240,2985,,,,,,,,
06093,California,Siskiyou County,16962,18801,18545,25480,28598,30733,32885,33225,39732,43531,44301,44900,43254,,,,,,,,
06095,California,Solano County,24143,27559,40602,40834,49118,104833,134597,169941,235203,340421,394542,413344,433409,46700,,488,"Vallejo, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06097,California,Sonoma County,38480,48394,52090,62222,69052,103405,147375,204885,299681,388222,458614,483878,500863,42220,,488,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06099,California,Stanislaus County,9550,22522,43557,56641,74866,127231,157294,194506,265900,370522,446997,514453,533211,33700,,488,"Modesto, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Central
06101,California,Sutter County,5886,6328,10115,14618,18680,26239,33380,41935,52246,64415,78930,94737,95282,49700,,472,"Yuba City, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
06103,California,Tehama County,10996,11401,12882,13866,14316,19276,25305,29517,38888,49625,56039,63463,63158,39780,,454,"Red Bluff, CA",Micropolitan Statistical Area,,"Redding-Red Bluff, CA",Central
06105,California,Trinity County,4383,3301,2551,2809,3970,5087,9706,7615,11858,13063,13022,13786,13094,,,,,,,,
06107,California,Tulare County,18375,35440,59031,77442,107152,149264,168403,188322,245738,311921,368021,442179,457161,47300,,,"Visalia, CA",Metropolitan Statistical Area,,,Central
06109,California,Tuolumne County,11166,9979,7768,9271,10887,12584,14404,22169,33928,48456,54501,55365,53615,43760,,,"Sonora, CA",Micropolitan Statistical Area,,,Central
06111,California,Ventura County,14367,18347,28724,54976,69685,114647,199138,376430,529174,669016,753197,823318,845802,37100,,348,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,,"Los Angeles-Long Beach, CA",Central
06113,California,Yolo County,13618,13926,17105,23644,27243,40640,65727,91788,113374,141092,168660,200849,212037,40900,,472,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Outlying
06115,California,Yuba County,8620,10042,10375,11331,17034,24420,33859,44736,49733,58228,60219,72155,74045,49700,,472,"Yuba City, CA",Metropolitan Statistical Area,,"Sacramento-Roseville, CA",Central
08001,Colorado,Adams County,---,8892,14430,20245,22481,40234,120296,185789,245944,265038,363857,441603,490443,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08003,Colorado,Alamosa County,---,---,5148,8602,10484,10531,10000,11422,11799,13617,14966,15445,15894,,,,,,,,
08005,Colorado,Arapahoe County,153017,10263,13766,22647,32150,52125,113426,162142,293621,391511,487967,572003,630984,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08007,Colorado,Archuleta County,2117,3302,3590,3204,3806,3030,2629,2733,3664,5345,9898,12084,12387,,,,,,,,
08009,Colorado,Baca County,759,2516,8721,10570,6207,7964,6310,5674,5419,4556,4517,3788,3555,,,,,,,,
08011,Colorado,Bent County,3049,5043,9705,9134,9653,8775,7419,6493,5945,5048,5998,6499,5889,,,,,,,,
08013,Colorado,Boulder County,21544,30330,31861,32456,37438,48296,74254,131889,189625,225339,291288,294567,318027,14500,,216,"Boulder, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08015,Colorado,Chaffee County,7085,7622,7753,8126,8109,7168,8298,10162,13227,12684,16242,17809,18612,,,,,,,,
08017,Colorado,Cheyenne County,501,3687,3746,3723,2964,3453,2789,2396,2153,2397,2231,1836,1827,,,,,,,,
08019,Colorado,Clear Creek County,7082,5001,2891,2155,3784,3289,2793,4819,7308,7619,9322,9088,9244,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Outlying
08021,Colorado,Conejos County,8794,11285,8416,9803,11648,10171,8428,7846,7794,7453,8400,8256,8065,,,,,,,,
08023,Colorado,Costilla County,4632,5498,5032,5779,7533,6067,4219,3091,3071,3190,3663,3524,3576,,,,,,,,
08025,Colorado,Crowley County,---,---,6383,5934,5398,5222,3978,3086,2988,3946,5518,5823,5628,,,,,,,,
08027,Colorado,Custer County,2937,1947,2172,2124,2270,1573,1305,1120,1528,1926,3503,4255,4434,,,,,,,,
08029,Colorado,Delta County,5487,13688,13668,14204,16470,17365,15602,15286,21225,20980,27834,30952,29913,,,,,,,,
08031,Colorado,Denver County,---,213381,256491,287861,322412,415786,493887,514678,492365,467610,554636,600158,683285,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08033,Colorado,Dolores County,1134,642,1243,1412,1958,1966,2196,1641,1658,1504,1844,2064,1981,,,,,,,,
08035,Colorado,Douglas County,3120,3192,3517,3498,3496,3507,4816,8407,25153,60391,175766,285465,322025,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08037,Colorado,Eagle County,3008,2985,3385,3924,5361,4488,4677,7498,13320,21928,41659,52197,53865,20780,,233,"Edwards, CO",Micropolitan Statistical Area,,"Edwards-Glenwood Springs, CO",Central
08039,Colorado,Elbert County,3101,5331,6980,6580,5460,4477,3708,3903,6850,9646,19872,23086,24630,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Outlying
08041,Colorado,El Paso County,31602,43321,44027,49570,54025,74523,143742,235972,309424,397014,516929,622263,674001,17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,,,Central
08043,Colorado,Fremont County,15636,18181,17883,18896,19742,18366,20196,21942,28676,32273,46145,46824,46282,15860,,444,"Cañon City, CO",Micropolitan Statistical Area,,"Pueblo-Cañon City, CO",Central
08045,Colorado,Garfield County,5835,10144,9304,9975,10560,11625,12017,14821,22514,29974,43791,56389,57698,24060,,233,"Glenwood Springs, CO",Micropolitan Statistical Area,,"Edwards-Glenwood Springs, CO",Central
08047,Colorado,Gilpin County,6690,4131,1364,1212,1625,850,685,1272,2441,3070,4757,5441,5805,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Outlying
08049,Colorado,Grand County,741,1862,2659,2108,3587,3963,3557,4107,7475,7966,12442,14843,14726,,,,,,,,
08051,Colorado,Gunnison County,5331,5897,5590,5527,6192,5716,5477,7578,10689,10273,13956,15324,16104,,,,,,,,
08053,Colorado,Hinsdale County,1609,646,538,449,349,263,208,202,408,467,790,843,764,,,,,,,,
08055,Colorado,Huerfano County,8395,13320,16879,17062,16088,10549,7867,6590,6440,6009,7862,6711,6404,,,,,,,,
08057,Colorado,Jackson County,---,1013,1340,1386,1798,1976,1758,1811,1863,1605,1577,1394,1353,,,,,,,,
08059,Colorado,Jefferson County,9306,14231,14400,21810,30725,55687,127520,233031,371753,438430,527056,534543,564888,19740,,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Central
08061,Colorado,Kiowa County,701,2899,3755,3786,2793,3003,2425,2029,1936,1688,1622,1398,1384,,,,,,,,
08063,Colorado,Kit Carson County,1580,7483,8915,9725,7512,8600,6957,7530,7599,7140,8011,8270,8215,,,,,,,,
08065,Colorado,Lake County,18054,10600,6630,4899,6883,6150,7101,8282,8830,6007,7812,7310,7442,,,,,,,,
08067,Colorado,La Plata County,7016,10812,11218,12975,15494,14880,19225,19199,27424,32284,43941,51334,54687,20420,,,"Durango, CO",Micropolitan Statistical Area,,,Central
08069,Colorado,Larimer County,12168,25270,27872,33137,35539,43554,53343,89900,149184,186136,251494,299630,333303,22660,,,"Fort Collins, CO",Metropolitan Statistical Area,,,Central
